brand,model,model_year,milage,fuel_type,price
Nissan,350Z Enthusiast,2005,209708.27,Gasoline,825850
Subaru,Legacy 2.5 i Premium,2010,286462.52,Gasoline,630800
Honda,Civic LX,2003,257920.88,Gasoline,249000
McLaren,570S Spider,2020,14001.26,Gasoline,15355000
Maserati,Ghibli S Q4,2016,1609.34,Gasoline,2988000
Jeep,Wagoneer Series II 4x4,2022,47958.33,Gasoline,4888700
Maserati,Ghibli S Q4,2017,80064.66,Gasoline,2323585
Lexus,RX 300 Base,2002,194730.14,Gasoline,526884
Lincoln,Aviator Luxury,2005,225307.6,Gasoline,166000
Ford,Transit Connect XL,2018,107455.63,E85 Flex Fuel,1784500
Cadillac,SRX Luxury Collection,2016,99053.27,Gasoline,1659834
Lincoln,MKS EcoBoost,2016,61315.85,Gasoline,1743000
Toyota,Yaris Base,2010,222203.18,Gasoline,415000
Mercedes-Benz,AMG E 63 S 4MATIC,2019,64373.6,Gasoline,5976000
Mercedes-Benz,GLS 450 Base,2022,66860.03,Hybrid,5975834
Mercedes-Benz,G-Class G 550 4MATIC,2019,77006.92,Gasoline,10615617
Hyundai,Veloster Turbo R-Spec,2014,205995.52,Gasoline,913000
Toyota,4Runner Limited,2019,77499.38,Gasoline,3350544
Mercedes-Benz,S-Class S 580 4MATIC,2021,7563.9,Hybrid,8291700
Audi,RS 7 4.0T Performance Prestige,2017,62878.52,Gasoline,5635700
Mazda,MX-5 Miata Base,1999,155590.99,Gasoline,1070700
Mercedes-Benz,AMG C 43 Base,2017,86099.69,Gasoline,2821917
Chevrolet,Corvette Z06,2007,17742.97,Gasoline,3942500
Ford,F-250 King Ranch,2021,70810.96,Diesel,6059000
Volkswagen,Tiguan 2.0T SE,2022,17702.74,Gasoline,2315700
BMW,750 Li xDrive,2012,165762.02,Gasoline,1328000
BMW,M3 CS,2024,733.86,Gasoline,10706585
Lexus,GX 460 Base,2018,102997.76,Gasoline,3095900
Audi,Q7 3.0T Premium,2017,173808.72,Gasoline,2157917
Alfa,Romeo Stelvio Ti Sport,2018,59618,Gasoline,2207800
Land,Rover Defender X,2023,8743.54,Hybrid,7967834
BMW,750 i xDrive,2019,46258.87,Gasoline,4232834
BMW,M3 Base,2015,105894.57,Gasoline,3730850
Rolls-Royce,Ghost Base,2021,1367.94,Gasoline,26136700
Audi,e-tron Prestige,2019,53127.53,,3154000
Lexus,IS 250 Base,2011,173515.82,Gasoline,946200
Land,Rover Range Rover Evoque SE Premium,2016,127942.53,Gasoline,1577000
Ferrari,California T,2015,32186.8,Gasoline,10374170
Lexus,LC 500 Base,2018,59545.58,Gasoline,5311751
Kia,EV6 Wind,2022,19223.57,,3236834
GMC,Sierra 1500 SLE Crew Cab,2005,212111.01,Gasoline,481400
Lexus,ES 350 Base,2008,234963.64,Gasoline,746585
Nissan,370Z NISMO,2010,46670.86,Gasoline,2407000
Dodge,Ram 1500 Laramie,2004,227253.29,Gasoline,473100
Ford,Expedition Limited,2016,137201.06,Gasoline,1659585
INFINITI,QX70 Base,2015,140027.06,Gasoline,1477400
BMW,X5 M Base,2023,6997.41,Gasoline,8789700
Lincoln,Navigator Select,2016,254275.72,Gasoline,1641740
Volvo,V60 Cross Country T5,2020,16898.07,Gasoline,2988000
Audi,A7 3.0T Premium Plus,2018,73776.97,Gasoline,3071000
Ford,Bronco Sport Outer Banks,2021,24458.75,Gasoline,2624543
Volkswagen,Eurovan MV,2001,354054.8,Gasoline,456500
Jaguar,F-TYPE R,2017,93341.72,Gasoline,4274500
Land,Rover Range Rover Evoque R-Dynamic HSE,2020,48962.56,Hybrid,3734834
RAM,1500 Laramie,2021,61174.23,Gasoline,3757991
Rivian,R1S Adventure Package,2023,4023.35,,7553000
BMW,M760 i xDrive,2021,17828.27,Gasoline,7627700
Lexus,LX 570 Three-Row,2018,80467,Gasoline,5395000
Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,93341.72,Gasoline,3154000
Acura,MDX w/Technology Package,2023,5495.9,Gasoline,4564834
Lexus,LC 500 Base,2018,98169.74,Gasoline,5395000
Audi,SQ5 3.0T Prestige,2019,78052.99,Gasoline,3610500
Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,105701.45,Gasoline,2896700
RAM,1500 Limited,2020,71393.54,Gasoline,4204614
Audi,S4 3.0T Premium,2019,29938.55,Gasoline,3560700
Audi,A8 4.0,2020,57934.63,Hybrid,4946634
Cadillac,Escalade ESV Sport,2021,12945.53,Gasoline,7719000
Mercedes-Benz,AMG GT AMG GT S,2016,15671.75,Gasoline,7096500
BMW,M3 Base,2009,180246.08,Gasoline,2324000
Honda,Accord EX-L,2009,269242.58,Gasoline,518750
Rolls-Royce,Cullinan,2022,185.07,Gasoline,37349585
Cadillac,Escalade Premium,2015,114263.14,Gasoline,2987917
Acura,RDX Technology Package,2020,49913.68,Gasoline,3035310
BMW,X2 xDrive28i,2022,53108.22,Gasoline,2489917
Chrysler,Pacifica Touring,2017,101388.42,–,1660000
Buick,Verano Convenience,2013,109958.16,E85 Flex Fuel,995585
Mercedes-Benz,AMG S 63 Base 4MATIC,2020,33694.75,Gasoline,8706700
RAM,2500 Tradesman,2021,55304.97,Gasoline,3984000
Mercedes-Benz,Metris Base,2018,51498.88,Gasoline,3726700
Land,Rover Range Rover Evoque S,2020,64755.01,Gasoline,3070834
Volvo,XC90 T6 Inscription,2020,36210.15,Gasoline,4150000
Ford,Expedition King Ranch,2020,94468.26,Gasoline,4066917
Toyota,Highlander Hybrid Limited,2006,426302.9,Hybrid,415000
Toyota,Tundra SR5 Access Cab,2005,337156.73,Gasoline,705500
Ford,Transit-350 Base,2023,313.82,Gasoline,7262500
Chevrolet,Express 3500 LT,2016,193120.8,Diesel,1618500
Chevrolet,Bolt EUV Premier,2022,23618.67,,2739000
Jeep,Wrangler Unlimited 4xe Sahara,2021,54241.2,Hybrid,3568834
BMW,X7 xDrive40i,2023,4747.55,Hybrid,7221000
Mercedes-Benz,AMG GT 53 Base,2021,28958.46,Gasoline,7262500
Toyota,Tundra Limited,2020,70973.5,Gasoline,3770109
BMW,X1 xDrive28i,2021,41710.87,Gasoline,2656000
BMW,135 i,2008,140012.58,Gasoline,1269900
Mazda,Mazda3 Touring,2018,45597.43,Gasoline,1701500
Audi,A7 3.0T Premium Plus,2018,47144.01,Gasoline,3319917
Saturn,Sky Red Line,2008,59545.58,Gasoline,1244585
BMW,Z4 2.5i Roadster,2005,222088.92,Gasoline,825850
Volvo,XC90 Hybrid T8 Inscription,2020,71594.71,Plug-In Hybrid,5395000
Acura,TLX A-Spec,2021,27162.44,Gasoline,3218823
Acura,MDX w/Technology Package,2022,48565.05,Gasoline,3867634
Chevrolet,Tahoe High Country,2021,85295.02,Gasoline,5569300
Tesla,Model Y Long Range,2021,98665.42,,3486000
Mercedes-Benz,GLK-Class GLK 350,2013,159646.53,Gasoline,954085
Chevrolet,Traverse LS,2022,51687.17,Gasoline,2763817
BMW,550 Gran Turismo i,2013,127686.64,Gasoline,1394400
Land,Rover Range Rover Sport HSE,2007,354054.8,Gasoline,477250
BMW,430 i xDrive,2021,27197.85,Gasoline,3569000
Porsche,Cayman Base,2007,120920.98,Gasoline,2074917
Ford,Expedition Max King Ranch,2021,60501.53,Gasoline,5195385
Rivian,R1S Adventure Package,2023,402.34,,7802000
Mercedes-Benz,GLC 300 GLC 300,2021,20552.88,Gasoline,3535634
Ford,Mustang Shelby GT500,2012,10299.78,Gasoline,3984000
Tesla,Model Y Long Range,2021,111926.38,,3012900
Nissan,370Z Base,2009,128575,Gasoline,1319700
Toyota,Sequoia Platinum,2014,200906.79,Gasoline,2739000
Nissan,NV Passenger NV3500 HD SL V8,2020,23098.86,Gasoline,5303700
Ford,Transit Connect XL w/Rear Symmetrical Doors,2022,36990.68,Gasoline,2780500
INFINITI,QX80 Base,2014,260542.49,Gasoline,1568700
Aston,Martin V8 Vantage Base,2008,40273.73,Gasoline,3237000
Porsche,911 Carrera S,2017,26877.59,Gasoline,8963834
Lotus,Evora 400 Base,2017,31623.53,Gasoline,5747750
Land,Rover Range Rover Velar P250 S R-Dynamic,2020,47475.53,Gasoline,3735000
Nissan,Xterra S,2007,212870.62,Gasoline,556100
Dodge,Charger R/T,2012,196339.48,Gasoline,1120500
Buick,Encore GX Essence,2022,29265.85,Gasoline,2635665
Nissan,Leaf S,2018,90847.24,,1161917
Nissan,Leaf SL,2012,164152.68,,348600
Jeep,Grand Wagoneer Series III,2022,29656.92,Gasoline,6971834
Nissan,Z Proto Spec,2023,861,Gasoline,5477170
Land,Rover Range Rover Sport HSE,2013,131399.39,Gasoline,1319700
Porsche,Boxster S,2003,222414.01,Gasoline,1871650
Bentley,Continental GT Base,2004,112010.06,Gasoline,3145700
Jaguar,F-TYPE R,2018,64212.67,Gasoline,4448800
Cadillac,Escalade ESV Sport,2021,58740.91,Gasoline,7055000
Audi,TT 2.0T,2018,68638.35,Gasoline,2655170
Jeep,Wrangler Unlimited Sahara,2020,110748.34,Gasoline,2929651
Audi,S6 4.0T,2016,146752.5,Gasoline,2489585
GMC,Sierra 2500 SLE,2015,187021.4,E85 Flex Fuel,2647700
Tesla,Model 3 Long Range,2022,4951.94,,3734834
Mazda,CX-90 Premium,2024,6244.24,Gasoline,4398253
Ford,C-Max Energi SE,2017,108601.48,Plug-In Hybrid,954417
Cadillac,Escalade ESV Platinum,2018,108994.16,Gasoline,4316000
Audi,TT 3.2 Cabriolet quattro,2008,333133.38,Gasoline,871500
Hyundai,Santa Fe SE,2021,57212.04,Gasoline,2156921
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,70810.96,Gasoline,3867717
Mercedes-Benz,SL-Class SL 550,2015,18103.47,Gasoline,4523500
Acura,MDX 3.5L Technology Package,2014,179682.81,Gasoline,1452500
RAM,2500 Laramie,2019,29814.63,Diesel,5643917
Audi,A7 Premium,2012,166199.76,Gasoline,1286500
BMW,M2 Base,2023,1866.83,Gasoline,6108800
RAM,1500 Laramie,2019,173348.45,Gasoline,2898194
Audi,Q5 2.0T Premium Plus,2013,179880.76,Gasoline,1411000
Cadillac,XTS Luxury,2019,86907.58,Gasoline,1867500
Volkswagen,Jetta 1.4T SE,2016,140012.58,Gasoline,1079000
Ford,Focus RS Base,2016,79984.2,Gasoline,2631100
Mercedes-Benz,AMG C 63 S,2017,55522.23,Gasoline,5361800
Ford,Bronco Sport Big Bend,2021,51062.75,Gasoline,2457962
Jeep,Gladiator Overland,2021,11889.8,Gasoline,3624029
BMW,330e iPerformance,2017,66868.08,Plug-In Hybrid,1742585
Mercedes-Benz,GLC 300 Base 4MATIC,2018,71593.1,Gasoline,2126875
Acura,MDX 3.7L Advance,2013,33393.8,Gasoline,2739000
Genesis,G70 3.3T,2022,19312.08,Gasoline,3403000
Lexus,LX 570 Three-Row,2021,22862.28,Gasoline,8134000
Jeep,Grand Cherokee L Limited,2022,51016.08,Gasoline,3610500
Hyundai,IONIQ Plug-In Hybrid SEL,2022,20992.23,Plug-In Hybrid,2074917
Kia,Sportage LX,2009,162108.82,Gasoline,578925
BMW,X5 PHEV xDrive45e,2023,8590.66,Plug-In Hybrid,6349500
Ford,Expedition EL XLT,2014,137033.69,Gasoline,1958634
BMW,X6 M Base,2018,77716.64,Gasoline,5581750
Volkswagen,Eurovan MV,2001,180064.22,Gasoline,1162000
Rolls-Royce,Ghost Base,2010,127137.86,Gasoline,5727000
Lincoln,Navigator Reserve,2016,201167.5,Gasoline,2199500
Mercedes-Benz,GLA 250 Base 4MATIC,2022,22171.88,Gasoline,3301491
RAM,1500 Big Horn,2022,24011.35,Gasoline,3464503
Jeep,Grand Cherokee L Summit,2022,23539.82,Gasoline,4709420
Volvo,S80 3.2,2010,144921.07,Gasoline,481400
Subaru,BRZ Premium,2014,72420.3,Gasoline,2075000
Chevrolet,Corvette Base,1998,12337.2,Gasoline,3278500
Hummer,H2 SUT,2006,144679.67,Gasoline,2489502
Audi,RS 7 4.0T,2021,23695.92,Hybrid,8465834
Ford,Edge Sport,2011,212432.88,Gasoline,912917
GMC,Terrain SLT,2010,52548.17,Gasoline,539500
Land,Rover Range Rover 5.0L Supercharged Autobiography LWB,2018,58953.34,Gasoline,6023061
Jeep,Grand Cherokee WK Laredo X,2022,17966.67,Gasoline,3112500
BMW,M4 Base,2020,36459.6,Gasoline,5311917
Mercedes-Benz,AMG GT 63 S 4-Door,2019,15288.73,Gasoline,11205000
Chevrolet,Camaro 1LT,2021,16576.2,Gasoline,2481700
BMW,X6 M Base,2018,77248.32,Gasoline,4482000
Mercedes-Benz,CLK-Class 550,2007,222088.92,Gasoline,830000
RAM,1500 TRX,2022,38717.5,Gasoline,6797700
Audi,RS 7 4.0T Prestige,2016,50694.21,Gasoline,5561000
Porsche,Macan S,2020,31705.61,Gasoline,4647834
Genesis,GV70 3.5T Sport,2022,16415.27,Gasoline,4191500
Aston,Martin V8 Vantage Base,2008,100387.41,Gasoline,2821585
Nissan,350Z Touring,2006,135506.43,Gasoline,846600
Toyota,Sequoia SR5,2013,223215.46,E85 Flex Fuel,1560400
Chevrolet,Tahoe Premier,2021,66063.41,Gasoline,5220700
Jeep,Compass Limited,2020,63073.25,Gasoline,2040970
BMW,430 430i,2022,12485.26,Gasoline,3983834
Ford,Bronco Sport Outer Banks,2021,50942.05,Gasoline,2773030
Mercedes-Benz,AMG C 63 Base,2017,101388.42,Gasoline,3486000
Volvo,S40 T5,2005,414726.92,Gasoline,294650
Mercedes-Benz,GLE 350 Base 4MATIC,2017,91732.38,Gasoline,2448500
Chevrolet,Silverado 1500 1LT,2017,143231.26,Gasoline,2489917
Chevrolet,Tahoe LTZ,2015,216456.23,Gasoline,2324000
Acura,MDX Technology,2022,25580.46,Gasoline,3979850
Bentley,Bentayga Speed,2020,24315.52,Gasoline,13524850
Rolls-Royce,Cullinan,2022,640.52,Gasoline,57685000
Genesis,GV70 2.5T,2022,32700.18,Gasoline,3672667
Pontiac,Firebird Base,1999,254275.72,Gasoline,207500
Lexus,GX 460 Base,2021,65831.66,Gasoline,4315834
BMW,ALPINA B7 ALPINA B7 xDrive,2020,54313.62,Gasoline,7137834
BMW,M4 Competition xDrive,2023,1802.46,Gasoline,7710700
Jeep,Grand Cherokee L Limited,2021,41984.46,Gasoline,3185789
Kia,Forte GT-Line,2022,24059.63,Gasoline,1992000
Kia,Forte LX,2018,76388.93,Gasoline,1220017
BMW,X6 M Base,2022,16698.51,Gasoline,8208700
RAM,ProMaster 3500 High Roof,2021,29772.79,Gasoline,3481850
Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium,2021,39583.33,Gasoline,3180726
Hyundai,Santa Fe SEL,2021,4675.13,Gasoline,2290717
Jaguar,XF 3.0 Portfolio,2015,114729.85,Gasoline,1743000
Audi,A7 55 Premium Plus,2022,24140.1,Hybrid,5229000
INFINITI,QX30 Premium,2017,60993.99,Gasoline,1826000
Mercedes-Benz,AMG G 63 4MATIC,2022,3218.68,Gasoline,20326368
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,52303.55,Gasoline,3610500
Mitsubishi,Lancer Evolution Base,2003,98959.93,Gasoline,2324000
Jeep,Wrangler Unlimited Sport,2013,124939.5,Gasoline,2040970
Audi,A3 2.0 TDI Premium Plus,2015,133575.22,Diesel,1576917
Volkswagen,Jetta GLX VR6,2002,196017.61,Gasoline,356900
BMW,ALPINA B7 ALPINA B7 xDrive,2020,105978.26,Gasoline,5726834
Bentley,Bentayga Azure First Edition,2023,2148.47,Gasoline,22654850
Mercedes-Benz,CLA-Class CLA 250,2014,134082.16,Gasoline,1245000
BMW,i8 Base,2019,29645.65,Plug-In Hybrid,7055000
Lexus,CT 200h Premium,2015,162543.34,Hybrid,1369500
Toyota,Tundra SR5,2022,47189.07,Gasoline,3734917
Mercedes-Benz,SLC 300 Base,2019,38463.23,Gasoline,2987917
Mercedes-Benz,AMG C AMG C 63 S,2016,65202.41,Gasoline,3983917
Ford,F-150 XLT,2020,108656.2,Gasoline,3070502
Mazda,CX-9 Grand Touring,2010,249447.7,Gasoline,688900
Honda,Ridgeline RTL-E,2019,43448.96,Gasoline,2951231
Bentley,Bentayga Onyx Edition,2018,29772.79,Gasoline,9545000
MINI,Cooper S Clubman Base,2009,221445.18,Gasoline,571040
Nissan,Murano SL,2005,201972.17,Gasoline,327850
Bentley,Bentayga V8,2019,35468.24,Gasoline,9461170
Nissan,Juke SV,2011,221256.89,Gasoline,265600
Ford,Expedition Max Limited,2019,108630.45,Gasoline,3361500
Ford,Expedition Max King Ranch,2020,83685.68,Gasoline,4458926
Lamborghini,Murcielago Base,2006,16093.4,Gasoline,21497000
Chevrolet,Suburban LT,2017,314402.27,Gasoline,2158000
Bentley,Bentayga Onyx Edition,2018,52303.55,Gasoline,8549000
BMW,M760 i xDrive,2019,23827.89,Gasoline,6750390
Genesis,GV70 2.5T,2022,17702.74,Gasoline,4062850
Chevrolet,Tahoe LT,2011,148912.23,E85 Flex Fuel,1535500
Dodge,Durango GT,2017,56077.45,Gasoline,2490000
Porsche,718 Cayman GTS,2018,26200.06,Gasoline,7096500
Porsche,Cayman Base,2011,123919.18,Gasoline,2656000
Porsche,Panamera Turbo,2010,101388.42,Gasoline,3195500
Lexus,ES 350 Base,2016,63890.8,Gasoline,2116500
Kia,Optima Hybrid LX,2013,165940.66,Hybrid,763600
Land,Rover Range Rover Velar R-Dynamic SE,2019,122144.08,Gasoline,2987834
Jaguar,XF S,2017,88513.7,Gasoline,2822000
Lexus,GX 470 Base,2005,183464.76,Gasoline,1116350
Mercedes-Benz,GL-Class GL 550,2011,128946.76,Gasoline,1452500
BMW,X6 M Base,2023,11265.38,Gasoline,12026700
RAM,1500 Longhorn,2023,6896.02,Gasoline,5452104
Lamborghini,Huracan LP580-2S,2019,27640.41,Gasoline,19496700
Toyota,Highlander Hybrid Limited Platinum,2017,54796.42,Hybrid,3153917
Audi,e-tron Prestige,2019,25749.44,,3319170
GMC,Suburban 2500,1996,152887.3,Gasoline,2075000
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,95522.38,Gasoline,6058585
Chevrolet,Bolt EUV Premier,2022,49889.54,,2988000
BMW,M240 i,2019,31060.26,Gasoline,2988000
Cadillac,Escalade EXT Base,2009,249447.7,E85 Flex Fuel,1402700
Scion,tC Release Series 6.0,2010,193136.89,Gasoline,539500
Kia,Optima EX,2012,245456.54,Gasoline,904700
Honda,Civic EX,1993,94920.48,–,796717
Maserati,Quattroporte Base,2005,51498.88,Gasoline,245188889
Porsche,Panamera Turbo,2015,75638.98,Gasoline,4150000
Genesis,G70 2.0T,2023,3292.71,Gasoline,3610417
Chevrolet,Trailblazer LS,2021,40177.17,Gasoline,1908585
Toyota,Camry LE,2005,173808.72,Gasoline,651550
Toyota,Sienna LE,2015,122309.84,Gasoline,1518900
Porsche,911 Carrera S,2014,48280.2,Gasoline,6515500
Volvo,V60 T6 R-Design Platinum,2015,95387.19,Gasoline,2481700
Lexus,LX 600 Premium,2023,2414.01,Gasoline,9918500
BMW,330e iPerformance,2017,84490.35,Plug-In Hybrid,2070850
Tesla,Model Y Long Range,2020,37175.75,,3029085
FIAT,124 Spider Abarth,2017,72420.3,Gasoline,1867500
Dodge,Ram 1500 Quad Cab,2002,288071.86,Gasoline,539500
Toyota,Supra A91-MT Edition,2023,2414.01,Gasoline,7046700
BMW,X7 xDrive40i,2022,62234.79,Hybrid,5560834
Jeep,Wrangler Unlimited X,2007,218009.24,Gasoline,1307250
MINI,Countryman Cooper S ALL4,2014,127137.86,Gasoline,1411000
Nissan,Maxima SV,2012,68009.1,Gasoline,1411000
Toyota,Camry Solara SLE V6,2006,257317.37,Gasoline,539500
Maserati,Grecale Modena,2023,3540.55,Hybrid,6225000
Lexus,RX 450h Base,2022,25480.68,Hybrid,4316000
BMW,328 i xDrive,2013,154496.64,Gasoline,1120500
BMW,135 i,2009,117320.89,Gasoline,1286500
BMW,X7 M50i,2021,11460.11,Gasoline,7884834
Hyundai,Tucson Hybrid SEL Convenience,2023,5474.97,Hybrid,3652000
Volvo,C30 T5 Premier Plus,2013,117481.82,Gasoline,1153700
Karma,Revero Base,2018,33796.14,,4233000
BMW,X7 xDrive40i,2021,48777.49,Hybrid,5278634
Ford,Mustang Mach-E California Route 1,2021,38624.16,,3154000
BMW,740 i,2016,117481.82,Gasoline,1991917
Ford,Edge SEL,2019,42591.18,Gasoline,2074834
Volkswagen,Arteon 2.0T SEL Premium R-Line,2020,43242.97,Gasoline,2875535
Honda,Pilot EX,2004,296118.56,Gasoline,871500
BMW,X7 ALPINA XB7,2022,7264.56,Gasoline,11038834
RAM,2500 Tradesman,2022,2092.14,Gasoline,3984000
Jeep,Grand Cherokee Limited,2018,80344.69,Gasoline,2199500
GMC,Yukon Denali,2019,58782.75,Gasoline,4801550
BMW,M6 Base,2015,59545.58,Gasoline,3813850
Acura,MDX 3.5L w/Advance & Entertainment Pkgs,2017,128560.52,Gasoline,2061720
Volkswagen,Beetle 1.8T,2016,48280.2,Gasoline,1577000
BMW,X6 M Base,2021,17866.89,Gasoline,8383000
Ford,Mustang GT Premium,2012,169785.37,Gasoline,1577000
BMW,X7 xDrive50i,2019,50142.21,Gasoline,5477834
Kia,Sorento LX V6,2019,138731.55,Gasoline,1718764
BMW,435 i,2014,129086.77,Gasoline,1493585
Aston,Martin V8 Vantage Base,2010,41828.36,Gasoline,5809585
Mercedes-Benz,CLK-Class CLK 350,2008,117481.82,Gasoline,697200
BMW,740 i,2018,65965.24,Gasoline,2905000
Dodge,Caliber Express,2010,165248.64,Gasoline,498000
Acura,ZDX Base,2010,197948.82,Gasoline,1152704
Jeep,Wrangler X,2005,258942.81,Gasoline,597600
BMW,M3 Base,2011,168980.7,Gasoline,1817700
Kia,Sportage Plug-In Hybrid X-Line,2023,2156.52,Plug-In Hybrid,3403000
Ford,Mustang Mach-E Premium,2021,28726.72,,3485917
BMW,M3 Base,2011,116318.27,Gasoline,2900850
Jeep,Wrangler Rubicon,2023,11265.38,Hybrid,3818000
Porsche,Panamera 4 Platinum Edition,2022,17102.46,Gasoline,8217000
Ford,Explorer XLT,2020,107849.92,Gasoline,2372970
BMW,M4 Base,2018,31543.06,Gasoline,5146000
Ford,Mustang Mach-E Premium,2022,9334.17,,3527500
FIAT,500e Battery Electric,2017,54415,,1244917
Cadillac,Escalade Luxury,2015,160768.24,Gasoline,2236850
Mercedes-Benz,SL-Class SL 550,2014,205190.85,Gasoline,2407000
Ford,Expedition Limited,2021,38369.88,Gasoline,4913849
Rivian,R1S Adventure Package,2023,3392.49,,7553000
BMW,M6 Base,2014,105492.24,Gasoline,3318755
Lamborghini,Huracan LP580-2,2017,35405.48,Gasoline,17430000
Ford,Bronco Wildtrak Advanced,2022,25105.7,Gasoline,5726585
Lexus,LC 500 Base,2021,36049.22,Gasoline,6797700
Lexus,LS 460 Crafted Line,2015,143472.66,Gasoline,2647700
BMW,M4 Base,2023,24140.1,Gasoline,6723000
Audi,A3 2.0T Tech Premium,2018,79662.33,Gasoline,2075000
Audi,S8 4.2 quattro,2003,202776.84,Gasoline,1149550
Volkswagen,Golf GTI 2.0T Autobahn 4-Door,2015,137413.5,Gasoline,1290650
Cadillac,Escalade Sport,2023,4828.02,Diesel,10291917
Hyundai,Tucson SE,2018,106419.22,Gasoline,1592770
Toyota,GR86 Premium,2023,1730.04,Gasoline,2905000
Ford,Bronco Raptor,2023,4005.65,Gasoline,8208700
Hyundai,Santa Fe SEL,2021,40233.5,Gasoline,2365500
Nissan,Armada Platinum,2017,148059.28,Gasoline,1734700
Lexus,GX 470 Base,2008,198753.49,Gasoline,1203500
Cadillac,CTS Premium,2013,168980.7,Gasoline,996000
Audi,R8 Base,2008,78857.66,Gasoline,5229000
Jaguar,F-PACE S,2020,45636.05,Gasoline,3950634
Chevrolet,Silverado 1500 1LT,2018,130356.54,E85 Flex Fuel,2656000
Ford,Expedition Limited,2021,72420.3,Gasoline,4316000
Toyota,Sequoia Platinum,2011,279149.68,E85 Flex Fuel,1328000
BMW,M440 i,2021,22047.96,Hybrid,4980000
Audi,A8 L 55,2019,150312.36,Hybrid,3527500
Toyota,Avalon XLE,2015,144840.6,Gasoline,1510600
Porsche,Macan Base,2017,65339.2,Gasoline,2656000
Lexus,IS 350 F Sport,2023,32381.53,Gasoline,3911292
Mercedes-Benz,Metris Base,2020,6310.22,Gasoline,14525000
Lexus,RX 350 Base,2011,301670.78,Gasoline,863200
Toyota,Supra A91 Edition,2021,10299.78,Gasoline,5644000
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,87709.03,Gasoline,3153585
BMW,X6 xDrive50i,2017,126333.19,Gasoline,3486000
Chevrolet,Tahoe LT,2018,120700.5,Gasoline,2988000
Ford,F-150 SVT Raptor,2014,144821.29,Gasoline,3527500
Subaru,Outback 3.0 R VDC Limited,2005,172199.38,Gasoline,589300
Alfa,Romeo Giulia Ti,2019,34439.88,Gasoline,2365500
Mazda,CX-7 Grand Touring,2007,133816.62,Gasoline,576850
Ford,F-150 Platinum,2018,148059.28,Diesel,3029500
Mercedes-Benz,GLE 350 Base 4MATIC,2021,24207.69,Gasoline,4531717
Audi,A7 3.0T Premium Plus,2017,62764.26,Gasoline,2905000
RAM,2500 Laramie,2017,108603.09,Gasoline,3859500
Tesla,Model S 70D,2015,99922.31,,2487925
Audi,S8 4.0T Plus,2017,87387.16,Gasoline,4440500
Hyundai,Sonata Hybrid Limited,2022,49189.48,Hybrid,2407000
Audi,A8 L 4.0T,2016,229598.1,Gasoline,1826000
Ford,Ranger Sport SuperCab,2009,267472.31,Gasoline,580917
INFINITI,Q50 Hybrid Premium,2015,143194.25,Hybrid,1658091
BMW,M3 Base,2011,184897.07,Gasoline,1742170
Mercedes-Benz,E-Class E 350 4MATIC,2009,275197.14,Gasoline,394250
Ford,Explorer sport,2019,144948.43,Gasoline,2372970
Chevrolet,Camaro 1LT,2014,157037.79,Gasoline,1245000
Mazda,MX-5 Miata RF Grand Touring,2017,83685.68,Gasoline,1701500
Jeep,Grand Cherokee L Limited,2021,41791.34,Gasoline,3187615
MINI,Hardtop Cooper S,2016,67077.29,Gasoline,1452085
Saab,9-3 SE,2002,124241.05,Gasoline,622500
BMW,X5 xDrive40i,2019,80467,Gasoline,3569000
Porsche,Macan,2021,34782.67,Gasoline,4896834
Audi,Q3 S line Premium Plus,2022,27965.5,Gasoline,3319834
GMC,Acadia SLE,2020,48965.78,Gasoline,2460535
Audi,allroad 2.7T,2005,246229.02,Gasoline,539500
Mercury,Marauder Base,2004,91088.64,Gasoline,1909000
Hyundai,Genesis 3.8,2015,187668.36,Gasoline,1054100
Audi,SQ5 3.0T Premium Plus,2018,115872.48,Gasoline,2490000
Audi,A8 L 55,2019,62764.26,Hybrid,4150000
Lincoln,Navigator Base,2008,239791.66,Gasoline,838217
BMW,M4 Base,2018,31060.26,Gasoline,5312000
Mazda,CX-9 Carbon Edition,2021,44797.59,Gasoline,3068427
Chevrolet,Corvette Stingray w/1LT,2023,5267.37,Gasoline,6556917
Ford,F-150 Lariat,2017,119652.82,Gasoline,2988000
Ford,F-250 Lariat,2019,136793.9,Diesel,4565000
Ferrari,Roma Base,2022,3621.02,Gasoline,21538500
Mercedes-Benz,GLS 450 Base 4MATIC,2017,74190.57,Gasoline,2739000
